Time,X Position,Y Position
1709431084764387607,2.8916898031638993e-07,-0.04999842494726181
1709431084829031467,6.132016210358415e-07,-0.050028830766677856
1709431084889534473,9.216017815560917e-07,-0.05010100454092026
1709431084954715728,1.380789399263449e-06,-0.05024825036525726
1709431085038137435,1.8423052097205073e-06,-0.05034823715686798
1709431085140919923,2.2320948573906207e-06,-0.05029213801026344
1709431085204677581,2.610255933177541e-06,-0.05024464428424835
1709431085267578601,3.3995243029494304e-06,-0.05033935233950615
1709431085326475381,4.028482635476394e-06,-0.05048495531082153
1709431085385411739,4.577683284878731e-06,-0.050442080944776535
1709431085444134235,5.004631930205505e-06,-0.05033116042613983
1709431085504400968,5.29968065166031e-06,-0.05039358511567116
1709431085578395366,3.996335726696998e-05,-0.05976516008377075
1709431085634956598,0.0005434010527096689,-0.045841168612241745
1709431085693301916,0.0005630690138787031,-0.01609574444591999
1709431085752518653,0.0005796399200335145,0.003942839801311493
1709431085810274600,0.0006074518896639347,0.020946215838193893
1709431085867050409,0.0005968005862087011,0.05558758229017258
1709431085924767732,0.0006288416334427893,0.10394718497991562
1709431085983688116,0.0006442468147724867,0.1498875617980957
1709431086041740894,0.0006711448077112436,0.19472727179527283
1709431086098289251,0.0007001910707913339,0.2523724436759949
1709431086156990051,0.0007308960775844753,0.3217022716999054
1709431086217552185,0.00075882812961936,0.3919506371021271
1709431086276675939,0.0007871968555264175,0.46336859464645386
1709431086352567434,0.0008242751355282962,0.5444920063018799
1709431086410980939,0.0008515924564562738,0.6353030800819397
1709431086469128847,0.0008946529706008732,0.7290653586387634
1709431086527999162,0.0009224167442880571,0.8258705139160156
1709431086583969116,0.0009610903216525912,0.9298496246337891
1709431086640152215,0.0009954896522685885,1.0420026779174805
1709431086701572179,0.0010303882881999016,1.1585477590560913
1709431086759255647,0.00107826036401093,1.2789058685302734
1709431086815677404,0.0011161986039951444,1.4051387310028076
1709431086872337341,0.0011659489246085286,1.5386009216308594
1709431086930487871,0.001201501814648509,1.6774723529815674
1709431086989458084,0.0012580616166815162,1.8206989765167236
1709431087045502185,0.0012955913553014398,1.969846487045288
1709431087103120803,0.0013546368572860956,2.12581205368042
1709431087161009311,0.0013986811973154545,2.2881014347076416
1709431087218964338,0.001450841431505978,2.4554455280303955
1709431087275080442,0.0015049839857965708,2.6289989948272705
1709431087333390235,0.0015583400381729007,2.808828115463257
1709431087393101930,0.0016247490420937538,2.994657516479492
1709431087451391458,0.0016749489586800337,3.1854844093322754
1709431087509684801,0.0017405299004167318,3.381605863571167
1709431087567000627,0.0017894359771162271,3.5831680297851562
1709431087624694347,0.0018633219879120588,3.7901439666748047
1709431087681427240,0.001920178416185081,4.002622127532959
1709431087737731695,0.001992336707189679,4.22062873840332
1709431087795009136,0.0020547809544950724,4.4450483322143555
1709431087853821039,0.002123682526871562,4.675563812255859
1709431087913840055,0.0021973634138703346,4.912238121032715
1709431087970009088,0.002267262199893594,5.153994560241699
1709431088027557611,0.0023523212876170874,5.401231288909912
1709431088087003469,0.002420421689748764,5.654349327087402
1709431088145820856,0.002508200006559491,5.913789749145508
1709431088202857971,0.002577052917331457,6.178855895996094
1709431088261242866,0.002663570689037442,6.447849273681641
1709431088319714784,0.0027397179510444403,6.720337867736816
1709431088380213975,0.002808768767863512,6.997107028961182
1709431088434948444,0.0019028142560273409,7.276660919189453
1709431088491975307,0.0005028851446695626,7.564923286437988
1709431088548540592,-5.155519465915859e-05,7.866179466247559
1709431088608420133,-0.00028465015930123627,8.170648574829102
1709431088663896560,-0.000573635334149003,8.476930618286133
1709431088722374916,-0.0009325325372628868,8.79120922088623
1709431088779430150,-0.001349722733721137,9.11654281616211
1709431088838370084,-0.0016214166535064578,9.448480606079102
1709431088895832777,-0.0018954315455630422,9.783905982971191
1709431088956689834,-0.0022155705373734236,10.126087188720703
1709431089015374898,-0.0025319901760667562,10.477391242980957
1709431089097450256,-0.0029079108498990536,10.83198070526123
1709431089153369188,-0.0032163287978619337,11.187116622924805
1709431089212272644,-0.0036462184507399797,11.551918029785156
1709431089269057750,-0.0039689079858362675,11.929228782653809
1709431089326018095,-0.004304529167711735,12.309374809265137
1709431089388585329,-0.004674084484577179,12.688570976257324
1709431089445743322,-0.005093301180750132,13.07524299621582
1709431089504117488,-0.0055882688611745834,13.472074508666992
1709431089562414169,-0.005971165373921394,13.87303352355957
1709431089620143175,-0.006329708732664585,14.276291847229004
1709431089677990198,-0.006642037536948919,14.686911582946777
1709431089736605644,-0.007196211721748114,15.109980583190918
1709431089794081687,-0.007420373614877462,15.545512199401855
1709431089851201057,-0.007943546399474144,15.991244316101074
1709431089910777807,-0.008328823372721672,16.442258834838867
1709431089971019268,-0.008746756240725517,16.896926879882812
1709431090029551029,-0.009205527603626251,17.35749626159668
1709431090086215019,-0.009680250659584999,17.826108932495117
1709431090146357297,-0.010082174092531204,18.301841735839844
1709431090205667018,-0.010526426136493683,18.782670974731445
1709431090264175891,-0.011022034101188183,19.26750373840332
1709431090320816993,-0.011501818895339966,19.75663185119629
1709431090377518892,-0.01200525090098381,20.251893997192383
1709431090435285091,-0.01247861236333847,20.75355339050293
1709431090517682075,-0.01301111001521349,21.260643005371094
1709431090578603267,-0.013573394156992435,21.772619247436523
1709431090637292861,-0.014128382317721844,22.290821075439453
1709431090695225000,-0.014639584347605705,22.814733505249023
1709431090753976345,-0.015187154524028301,23.343446731567383
1709431090813095331,-0.015799449756741524,23.877059936523438
1709431090870887279,-0.016385890543460846,24.41786766052246
1709431090928294658,-0.016940927132964134,24.96564292907715
1709431090983865261,-0.017513927072286606,25.518583297729492
1709431091041886806,-0.018206806853413582,26.078800201416016
1709431091100313663,-0.018827859312295914,26.6474666595459
1709431091157131671,-0.019432226195931435,27.222410202026367
1709431091214555025,-0.020099367946386337,27.79955291748047
1709431091271965742,-0.020833615213632584,28.378568649291992
1709431091328644752,-0.02148859016597271,28.962722778320312
1709431091385128736,-0.022105567157268524,29.55348014831543
1709431091444082736,-0.022841647267341614,30.148637771606445
1709431091528555154,-0.02358281798660755,30.7485408782959
1709431091587957859,-0.024232875555753708,31.356433868408203
1709431091643507480,-0.024936793372035027,31.970455169677734
1709431091705653429,-0.025764163583517075,32.58497619628906
1709431091763855934,-0.026494309306144714,33.200984954833984
1709431091821757793,-0.027156362310051918,33.82394790649414
1709431091876915454,-0.02797531895339489,34.45169448852539
1709431091932067632,-0.028790218755602837,35.081302642822266
1709431091999884605,-0.029480010271072388,35.718509674072266
1709431092083275079,-0.030257735401391983,36.36712646484375
1709431092139670610,-0.031161386519670486,37.02095031738281
1709431092195842981,-0.0319131575524807,37.67652893066406
1709431092253516912,-0.03267475590109825,38.33881759643555
1709431092312226295,-0.033613428473472595,39.010162353515625
1709431092367982864,-0.03442790359258652,39.68843460083008
1709431092426161050,-0.03515124320983887,40.37037658691406
1709431092486299753,-0.03617052361369133,41.05415725708008
1709431092544355392,-0.03702171519398689,41.741329193115234
1709431092601532220,-0.03768966719508171,42.4365234375
1709431092681760072,-0.038724057376384735,43.13806915283203
1709431092741816282,-0.039684463292360306,43.842735290527344
1709431092799512147,-0.040353164076805115,44.552772521972656
1709431092855773210,-0.04146359860897064,45.269046783447266
1709431092913721561,-0.042393047362565994,45.98899459838867
1709431092971832513,-0.04301946237683296,46.713340759277344
1709431093030355930,-0.044292300939559937,47.44545364379883
1709431093088057279,-0.04530070349574089,48.186336517333984
1709431093144553661,-0.045841190963983536,48.9344367980957
1709431093203570365,-0.04719669371843338,49.68537902832031
1709431093261878728,-0.04808210954070091,50.4405517578125
1709431093317874431,-0.04879022762179375,51.20421600341797
1709431093373432874,-0.05056912824511528,51.97612762451172
1709431093435970783,-0.05113304778933525,52.753089904785156
1709431093494010210,-0.052032776176929474,53.53260040283203
1709431093550321102,-0.0523022897541523,54.322505950927734
1709431093607365846,-0.049243755638599396,55.07305145263672
1709431093668403625,-0.05079462006688118,55.812007904052734
1709431093729850530,-0.05525980144739151,56.55598449707031
1709431093793155908,-0.06270042061805725,57.29336929321289
1709431093849941492,-0.07162385433912277,58.003360748291016
1709431093905364751,-0.07972374558448792,58.68747329711914
1709431093962237358,-0.08732225745916367,59.36695861816406
1709431094022536516,-0.09829123318195343,60.04448318481445
1709431094081514835,-0.11231891810894012,60.70660400390625
1709431094150047063,-0.12443502247333527,61.34952926635742
1709431094217072725,-0.14193576574325562,61.97895812988281
1709431094278036117,-0.16111469268798828,62.59719467163086
1709431094334860324,-0.17546163499355316,63.202423095703125
1709431094391526937,-0.1892814338207245,63.79234313964844
1709431094446671009,-0.21282732486724854,64.3658218383789
1709431094500502824,-0.2401321828365326,64.92476654052734
1709431094555139303,-0.2577325105667114,65.47106170654297
1709431094613159179,-0.26474663615226746,66.00453186035156
1709431094669020652,-0.2797878384590149,66.52201080322266
1709431094725002527,-0.3114980161190033,67.02196502685547
1709431094778831720,-0.3424900770187378,67.50660705566406
1709431094834817647,-0.352825790643692,67.97657775878906
1709431094888425588,-0.3500230014324188,68.4312515258789
1709431094943930387,-0.3576488792896271,68.86564636230469
1709431094998379468,-0.3870726525783539,69.27753448486328
1709431095051439523,-0.4196222424507141,69.66854858398438
1709431095105487108,-0.436537504196167,70.04117584228516
1709431095157294273,-0.4379766285419464,70.40084075927734
1709431095209879636,-0.44095125794410706,70.73822021484375
1709431095262896299,-0.45582830905914307,71.05399322509766
1709431095317856073,-0.4821787178516388,71.36348724365234
1709431095369702577,-0.4946557879447937,71.64532470703125
1709431095423424959,-0.48651301860809326,71.90199279785156
1709431095478354454,-0.4712490141391754,72.15003204345703
1709431095532719135,-0.46044406294822693,72.37894439697266
1709431095588157176,-0.4577460289001465,72.58241271972656
1709431095643280267,-0.45775094628334045,72.7628173828125
1709431095700118780,-0.4572352468967438,72.9227523803711
1709431095758177518,-0.4561817944049835,73.07100677490234
1709431095815565586,-0.4512518048286438,73.21588134765625
1709431095871599674,-0.44850388169288635,73.3507308959961
1709431095929604530,-0.44512230157852173,73.46893310546875
1709431095986605167,-0.4416259229183197,73.58157348632812
1709431096041709661,-0.4390786588191986,73.697509765625
1709431096095679283,-0.436308354139328,73.80980682373047
1709431096152821779,-0.4338454604148865,73.914306640625
1709431096209405660,-0.43277472257614136,74.01455688476562
1709431096263610601,-0.4318464398384094,74.1072998046875
1709431096315835237,-0.4318072497844696,74.18465423583984
1709431096372807264,-0.4317488670349121,74.24649047851562
1709431096431136846,-0.4316138029098511,74.29606628417969
1709431096492037057,-0.43145808577537537,74.32725524902344
1709431096555950403,-0.43147364258766174,74.33272552490234
1709431096619963884,-0.431631475687027,74.3193588256836
1709431096678737878,-0.4317835569381714,74.3078384399414
1709431096753781080,-0.4317597448825836,74.31193542480469
1709431096810594081,-0.4316491186618805,74.32395935058594
1709431096867183446,-0.4316045343875885,74.32803344726562
1709431096923712015,-0.43167394399642944,74.32109832763672
1709431096977198123,-0.4317624866962433,74.31278991699219
1709431097039097070,-0.4317624270915985,74.31314849853516
1709431097098702907,-0.4316946566104889,74.32025909423828
1709431097154290676,-0.4316568374633789,74.32450866699219
1709431097210022449,-0.4316897690296173,74.32140350341797
1709431097264182567,-0.43174928426742554,74.3158950805664
1709431097320920944,-0.4317629039287567,74.31495666503906
1709431097385737180,-0.43172594904899597,74.31890869140625
1709431097440715551,-0.4316956400871277,74.32219696044922
1709431097495282888,-0.4317099452018738,74.32102966308594
1709431097555407762,-0.43175074458122253,74.31755065917969
1709431097621296405,-0.431768000125885,74.31629943847656
